label,clean_text
3,forgot plug phone overnight #nightmare
0,the war right outside door #rage #usatoday
3,folk band thistle down replaced the paul edwards quartet laurel bank park sat due ill health #jazz #blues
0,haha sorry grim even disturbed amp starting lose trust twitter generally
2,when scared press send #bgoodthepoet #prayforme #thisisagoddream #career #help #heart #heartracing
2,competition suppose motivate better everytime bitter time philosopher kyos n#quote #success #csgo
0,her mind #dark room ndeveloping #madness
3,what worst affliction someone know ever convinced
0,warning sensitive angry insecure baby today ugh people large either hate ignore literally worst
0,like really fucking asked #offended
0,haha she well today get beyond pout annoying afraid
0,have say third city kit fucking awful someone nike wants shooting
0,damnnit gonna pts shy chiefs rewards getting post game photo
3,want canada awe
0,because wrath
0,the way blood boiling little bastards
3,sadly smutty
0,drugged raped women least barb sober consenting
1,awe yay wish could
3,how dull
0,#anger #wrath intense emotional response
1,point life playing christmas music room need winter joyful times
1,chart music pretty much all
3,mom remember narley died you cried like baby
0,listen white trash talk blacks insult talk race living trailers
1,alarm clock ringing morning flatmate knocked door asked set anything fire burning alive
0,why bad anxiety annoying
3,overwhelming sadness this shall pass #lonley #startingover
1,second day job already got dollar tip dude whose constantly twitching eye lololol
3,everything far away time short rest weary
3,well course progress sake progress must discouraged the problem substance rhetoric
2,confiaejce comes always right fearing wrong peter mcintyre
1,love tay amp tiff sitting house work
0,serious #houvsne #awful #igotbetterthingstodotonightthandie
1,harking back challenge give hearty thank release tax returns
1,cheering
0,wonder #wolfcreek show sponsored anti tourist board australia discourage visitors #stayathome #dontvisit
2,shame fear matters face
3,#mhchat childhood experiences inform adult relationships associative memories not question ability process #sadness
3,maybe different stayed sixth form but still oppressive architecture uninteresting people
1,content updates provoke income
2,lost like really big deal don worry trivial shit like
0,talking expansion gear fury always well towards end
1,thoroughly enjoying ahs tonight #ahs #horror #americanhorrorstory
0,shocking work ethic players rooney stifled laziness
0,believe put even points #horrible #hugeletdown
3,lgbt person tell someone else identify valid sad everything stand
0,feminists ask unhappy lack love lives fighting losing game
3,know final day summer finale #sadness
0,thought xbox one madden bundle would come physical copy madden code gonna take fucking forever download lol
0,this shit gonna start cold war flag first
3,childood experiences leave permanent deep sadness adult underlie everything #mhchat
1,you forever straight fix frown good
1,early morning cheerfulness extremely obnoxious #aldub ndweeksary
0,now word normalized media just wow words words for this frog boiling pot via media
0,guess #bradangelina #anger #blacklivesmatter
0,you complain time wonder people never want see you acc rile stfuuu
3,did get wrong fur pal #shocking
2,don let worry get remember moses started basket case #lol ntoday choose #faith #fear #moses
0,evil rich white men fucking cronies intelligence gov academia using blithe blacks fodder
2,maybe entire russian team test positive meldonium north americans get replace #optimism
3,headed mdw layover slc got food wrong move bailed food amp barely made #wannagetaway #contest #sad
3,literally makes depress tbh
2,wish next madden story mode just like fifa
2,grow weary good
1,time hit library lovely pile book reservations collect morning #glee #books #reading
3,#bb michelle crying #shocking #bitter #teamnicole
2,need think new avatar fire emblem revelation might start playing soon ideas names what gender choose
2,please could clouded passion emotion leads truth
3,quinn short hair makes sad
2,drop every fear
2,sometimes best motivations come proving wrong #energy #relentless #motivationalquotes
0,don know make #pakistan fear #terrorist #terrorism #terrorstatepak
3,what day #lost
2,you not struggle you not affliction #youarestrong amp #youarearising
1,#nana hoco dream since freshman year awe
0,can someone make priority list things outraged order #racism #animalrights #abortion #cops
0,know try fret sweet little pupper
3,people weak follow dreams always find way discourage
0,red card gordon the ref must celtic fan shocking challenge
3,seeing #ripshawtylo got thinking bout rappers thought dying burst tears smh
2,peanut butter takes away sting
3,angel got nervous
3,patti seems sad she stamped ran behind sofa give plenty love affection usual #sad
1,offense doctor crying tears joy realizing family christmas cute
1,reaper became reaper find stories wiki thru comics animated shorts
2,that might sting bit lads get #betterwithsinnfein
0,yeah whatever whahibbi #muslims sect know #islam synonymous #rape #terrorism
3,hour rides make #sorry
3,wish kid the stressful part whether gabriella troy would get back together #hsm #nightmare
0,strong hands moving firmly grope thighs squeezing digging nails extract growl
1,rojo hilarious
1,they look fab made big screen can wait see evolve amp bright future little toy people
3,bad kurt literally
0,refs favor tonight #terrible
0,not sorry burst anti #allo spam fuck messaging app launching without encryption default
0,halfway work realize forgot put underwear going one days #mombrain #toomuchgoingon #longday
3,how sad rejoicing #collegekills
1,#aliens #zombie #gore #slash #ghost #sith #horror love
3,tell supposed feel #broken #hateful #guilty #love #sadness
3,the zika #hoax files deet part binary chemical weapon targeting brain #toxin #fear #neurological #uscitizens #insect #mammal
3,even pencil never #stayed #end
0,outrage party nominated lying corrupt person and received donations nations support terror
3,forgot #bb tonight much real world distracting #horrid
1,goddamn celebrity draft end classic #hilarious
3,ugh why asleep yet fml think low key afraid might miss something #sleeplessnight #sleepy #restless
0,often disturbed people find appropriate acceptable funny cute adults find stuff humorous
3,become verb gonna villase old contacts need anymore #sadness #waitingforexplanation
0,marcus rojo worst player ever seen useless toasting burning bastard
1,#bcwinechat common method used make #sparkling #wine
2,step comfort zone ngo risks nface things fear nthis life starts happen n#cpd
0,and asked gate crash dumb idiosyncrasies sober people analyzing situation
3,should stayed school cause nobody
0,not word terrorism
3,teens sons left car get haircuts praying storm make home safely #sad #terencecrutcher
3,hannah stop mournful chill
0,just reverse half way woods collect dog never even reverse parked life #nightmare
3,wow get really good buy bunch movies there bad worse #awful
3,wait work tomorrow high fuck fever sarcasm nhopefully feel better tomorrow nbut doubt #pessimism
0,miss #outrage
0,terrorism intimidate populace what case held coercion people uniform per intimidation
0,chelsea anything possible haha fuming bet
0,well trump rabid base needs hear amp always find overseer like king say
2,radio shake mutli directional mike might sound cheap sound bad could mixing
0,what hillary different controversies gets asked nothing truth horrible candidate
3,feel conductor tonight obviously taken grief last weeks sounds weary apologising
