text,target,emotion
get paid instantly start buying crap online need,3,sadness
user sadness resentment past sadness fear future try live mhchat,3,sadness
get soooo nervous actually attractive guy tries talk person like turn habit,3,sadness
grumpy af today badsleep grumpy,0,anger
ooooooooh god uuuugggghhhhhhhhh rage,0,anger
watching bacheloretteau zoolander samvrhys,1,joy
keep real sorry get offended,3,sadness
weeks full mondays end,3,sadness
caught user wonderful new series ealingcomedies infectious delight every interview film clip,1,joy
character woman man fat he's jovial woman fat useless maybe evil amirite,0,anger
said world saying exist earth pain heartbreaking,3,sadness
user user nhlnycsweepstakes fun watching team north america cheering team canada,1,joy
sleeping past noon look window see hotel hot tub bliss,1,joy
alright alex party boy neighbors blast music,1,joy
jellyfish turtles' food turtles kill throwing plastic wastes sea complain sting ass,0,anger
user user blaming fucking idiots putting world middle tantrums one,0,anger
user cyber bully,0,anger
anger boiling,0,anger
user --prepared n n'not far know ' dull reply 'there still survivors members like said -,0,anger
user i'm sorry heartbreaking scary happen happen anywhere please safe,3,sadness
always insensitive whenever grieve idgi,3,sadness
realize may worry gone long fear made new life sewers,2,optimism
user user user user litany name-calling dull,3,sadness
user max bet crap,0,anger
user user experience plays role education preparedness fear,2,optimism
user i'm mad clients i'm furious lmao,0,anger
another raging storm brought emotions sorry everyone enjoy thunder,0,anger
user user awe ain't sweetheart he's adorable,1,joy
laying can't sleep reason restless,3,sadness
user frightening things life n n beyondthesphereofreasonabledoubt,0,anger
user hahahahahahahah want move well,3,sadness
last nigt dreamt nthat somebody loved nno hope harm njust another false alarm,1,joy
gadot please put left turn signal williams ivan allen jr blvd absolutely ridiculous atltraffic,0,anger
user user wow bill hav text u prove taken swines fuming con,0,anger
robert called make sure awake night class,1,joy
user omg poor happened last summer saw skin,3,sadness
user know guys sink game build team play solos hear make nothing solos,3,sadness
user since fuck stand concert,0,anger
interesting topic evening sadness amp low mood mhchat,3,sadness
user jeered even next year seem get every last european including brits think dreadful,0,anger
user oh four years panelists lnp cheer squad hypocrites,0,anger
user aye there's brief window morning afternoon otherwise horrific late evening,0,anger
heading home cut grass heat wanna go eat somewhere air conditioned adultingistheworst,0,anger
user decorations jersey already outrage,0,anger
we're really afraid find rather annoying amp amusing,0,anger
fuck saw game thrones spoiler snapchat us havent saw yet arsehole,0,anger
first ever doctors appointment without mum daunting,3,sadness
new user song mega reminds user blues,1,joy
love people say racist right say racist shit works fuming,0,anger
hope sleep - nightmare bakewell tarts yuk revolting gbbo,0,anger
user user depressing started strong need win games get back track,3,sadness
god match dull wimbledon,3,sadness
user user 'honorable senator' cheering cease fire hold people die cheer genocide support good,0,anger
user like big bully class ruining everyone's lunch instead taking lunch money took away family feud bully,0,anger
user earth send email annoyed customer,0,anger
user send ya playful nibbles,1,joy
reached k followers - wow - thanks blues mcfc ctid,1,joy
always hurting somewhere always tired lively,3,sadness
user user user user user goddamn 'celebrity' draft end classic hilarious,1,joy
indian time already ur birthday user stupendous birthday wish success laughter lots love hugs x,1,joy
oi user absolutely fucking killed mins later im still crying laughter grindah grindah hahahahahahaha,1,joy
rabid grizzly bears i'm going scatter neighborhoods america n nthey're poor refugees n n inyourneighborhoodnotdc,0,anger
user user cheering clapping assume,1,joy
early kicking ass taking names offense,0,anger
kind shocking amazing rodeo family time comes need someone,0,anger
i'm nervous test rip,3,sadness
heard movie bob furious skittles analogy upset actually skittles,0,anger
know wifi isp rivertide suites seaside oregon uses ms ping best get l test complete terrible,0,anger
last minute like watching horror show gbbo,3,sadness
user yes love making coffee drinks home super,1,joy
everybody's worried stopping terrorism well there's really easy way stop participating - noam chomsky,2,optimism
user user looks like rabid pack inbreds,0,anger
thing twitter remember tweet i'm bored alone comes across like really dull sad life,3,sadness
hour user rides make sorry,3,sadness
user it'll easy spot parade tiny weans expensive jammies really hilarious,1,joy
everything ever wanted side fear george addair thursdaythoughts yourpushfactor fear life quote,2,optimism
oh canada sung like terrible mlbtheshow,0,anger
user i'm always little bit weary speaking want hijack convo - lgbt person i've seen,0,anger
na kids relentless,0,anger
got tip drunk uber passenger today get parking ticket i'd blame karma dumb ass forgot pay meter,0,anger
user truly dreadful,3,sadness
user adorable need,1,joy
sam brown's law never offend people style fake break us island,0,anger
user pout tips edge definitely agin feic bakes full make boots heels,0,anger
user dull,3,sadness
user haters low self worth self righteous delusions cower thought change change inevitable,0,anger
watching espn anymore took robert lee name pc police insanity hatred bigots leftwingnutjob,0,anger
user add tracking resent,0,anger
jeans fake pockets horrible,0,anger
user sad day danny still true leeds rhino brilliant club miss,3,sadness
bugs people concern much people choose money,0,anger
user leave kanna thing happened uri outrage outrage sept anyways today,0,anger
egyptian officials expressed frustration outrage obama hillary administration support muslim brotherhood,0,anger
people irrational irritated,0,anger
user let know blues,3,sadness
user step boiling broccoli tbh,2,optimism
user i've finished reading simply mind-blogging writer said 'to continued' found part depressing,3,sadness
get point made reporting charlotte looting user explore looting businesses symbolizes outrage,0,anger
whats boxes search google chrome horrible distracting,0,anger
user user shocking work ethic players rooney stifled laziness,0,anger
user user i'm depress,3,sadness
watch amazing live ly broadcast user musically,1,joy
user fox news fox propaganda network they're lost lies can't tell truth hit face,0,anger
user strongwomen terrify weakmen - let bully wear loving consistency truth rough times hang,2,optimism
sees incense burner drugs,0,anger
tell i'm supposed feel broken hateful guilty love sadness,3,sadness
inquiries alleged abuses uk troops afghanistan iraq data suggesting buoyant post-brexit economy makes front pages,0,anger
hiya everyone want please retweet pin rt help romance wattpad hurt tweet twitter thanks,1,joy
y'all tune snapchat beans funereal,3,sadness
earth's sixth mass extinction event way scientists warn basically caused islamic muslim terrorism obama dem- rats back,0,anger
i'm always shy,3,sadness
user oh dear tantrums,0,anger
hey folks sorry anything offensive got posted yesterday account got hacked fixed though hope - angry annoyed,0,anger
believe i'm gonna start singing snap stories tractor switch little bit,1,joy
already lot resentment coal miner union crowd among liberals seen racist,0,anger
never let anything concern,2,optimism
watched tna first time long time hell happened hardyboys impactonpop wwe,3,sadness
happy th birthday neopet retro nhappy th birthday harrison ford legendary nhappy th birthday krispy kreme delicious,1,joy
amount laughter ready leave body united lose unreal,1,joy
i'm shy person,3,sadness
donnie trumpeter vapid vacant vile viper slithering landscape playing gears fearful afraid,0,anger
user sparkling looks like gay vampire,1,joy
real q abt donaldtrumpjr mtg asked- show proof trumpdossier amp threaten blackmail resistance putinspuppet,0,anger
user outrage black children get killed crossfire blacks shooting,0,anger
user start w songs blue neighborhood n wild n fools n talk wesper nalso n good serious kaz inej feelz,1,joy
user yeah funny sexy,1,joy
user racism hatred sectarianism yes love,2,optimism
user user revolting cocks think i'm sexy,1,joy
wishing rich didnt get morning poor sleepy sad needsmoresleep,3,sadness
love people make plans without actually including process rage,0,anger
